id,reference_path,search_path,gt_x,gt_y,gt_box_x,gt_box_y,gt_box_w,gt_box_h,architecture,noise_bucket,beam_spot_size_nm,collapse_threshold_nm,dose_reference,dose_search,detector_noise_sigma_ref,detector_noise_sigma_search,shear_amplitude_px,drift_jitter_px,astigmatism_ratio,vignette_strength,gamma,barrel_distortion_k,charging_streak_prob,charging_streak_intensity,speckle_sigma,salt_pepper_prob,linewidth_bias_nm,corner_rounding_px,mat_size_nm,strip_width_nm,boundary_bias,scale_ratio,rotation_deg,seed
24,dataset/reference/00024.png,dataset/search/00024.png,396.7902200008514,256.4155062955472,346.55411028518773,206.17939657988356,100.47221943132725,100.47221943132725,dram_compact,hard_noise,6.027660712287717,10.0,2559.8925763553134,99.43659407320087,2.2384860744540163,8.40546010186627,1.764702686478654,0.8045220100369601,1.0652826092995638,0.0,0.8203412115681651,0.0,3.1561141214475232,1.494219780189555,0.0,0.005473118689007347,0.0,0.0,2600.0,320.0,0.35,9.953,-0.9785218031503362,7
25,dataset/reference/00025.png,dataset/search/00025.png,715.0177109042967,772.8334141757372,665.5666180351443,723.3823213065848,98.90218573830481,98.90218573830481,dram_dense,hard_noise,3.1778528043108913,10.0,2239.1215792320004,99.95850506456888,1.4147463064893695,9.505168998080347,2.4289843352778258,0.866156925185655,0.9826005567454978,0.0,0.9966276444611737,0.0,2.6781286778406654,2.045329130913776,0.0,0.00794367498880449,0.0,0.0,2600.0,320.0,0.35,10.111,1.1447004693505791,7
26,dataset/reference/00026.png,dataset/search/00026.png,253.94387926091886,392.8242494977261,203.78336561725916,342.6637358540664,100.32102728731942,100.32102728731942,dram_legacy,hard_noise,4.5281921172606525,10.0,2341.8115872074054,98.12962726987485,1.6285181804342093,9.158217739006924,2.21777521231492,0.7970185171050874,1.1003605669119698,0.0,1.0539422982697964,0.0,3.5974631752449717,1.3217112636717918,0.0,0.007049921588222895,0.0,0.0,2600.0,320.0,0.35,9.968,-1.1705532075253462,7
27,dataset/reference/00027.png,dataset/search/00027.png,134.64834876666126,757.0196348389873,85.05501411083901,707.426300183165,99.18666931164451,99.18666931164451,dram_wide,hard_noise,4.848290233346469,10.0,2974.605706433149,101.48842104742289,2.9168139891492064,8.76736320163388,1.7101924451791262,0.754990086621615,1.0155528873453767,0.0,1.0441502494774175,0.0,2.5278009199639984,1.5567144700593307,0.0,0.004919673825834953,0.0,0.0,2600.0,320.0,0.35,10.082,1.2699289190959817,7
28,dataset/reference/00028.png,dataset/search/00028.png,942.430785517764,630.8767914636471,887.5279635127129,575.973969458596,109.80564401010213,109.80564401010213,dram_wide,hard_noise,4.190339544709281,10.0,1694.3987197259435,89.67132263270426,2.791731065016732,8.83835303036891,1.7315022812934289,0.6071924523652411,0.8851319726746432,0.0,1.078673408187635,0.0,2.811434878419972,1.1227712860656693,0.0,0.00350520479112255,0.0,0.0,2600.0,320.0,0.35,9.107,-1.2106294237505617,7
29,dataset/reference/00029.png,dataset/search/00029.png,155.73791728260048,160.8141304342922,105.14087215003622,110.21708530172793,101.19409026512852,101.19409026512852,dram_compact,hard_noise,6.81711930436438,10.0,2146.5424914495284,116.41681647330505,2.126135542574561,9.722282861091958,2.219119980863369,0.6214849562857033,1.0153079274917536,0.0,0.837387941722205,0.0,3.841358897526356,1.7592037375630942,0.0,0.0024955461807899953,0.0,0.0,2600.0,320.0,0.35,9.882,0.2898169555912493,7
30,dataset/reference/00030.png,dataset/search/00030.png,844.6362757677362,470.937231714302,798.7352384042917,425.0361943508576,91.80207472688882,91.80207472688882,dram_wide,hard_geometry,6.4796049588922005,10.0,2128.0697548743747,236.70858363590776,1.7846878634698822,7.0512780916607785,2.046302719464299,0.8741158270311602,0.9422129276069648,0.0,0.9104231898220068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.0,10.893,0.8706472538886252,7
31,dataset/reference/00031.png,dataset/search/00031.png,275.8072322209542,309.14907464059377,228.01522304488842,261.357065464528,95.58401835213152,95.58401835213152,dram_compact,hard_geometry,5.36571771030003,10.0,2969.5421349565513,237.65163286086099,1.0917592937186589,7.838208737761569,1.7751059379820433,0.794193149095898,0.9195421419644286,0.0,0.941600765003053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.0,10.462,-1.0588016261927908,7
32,dataset/reference/00032.png,dataset/search/00032.png,438.033089004478,62.28594564423017,390.42764294144837,14.680499581200557,95.21089212605922,95.21089212605922,dram_1x,hard_geometry,7.65131349367296,10.0,2774.3845866303486,207.21127271789211,1.688697073918148,5.60072517330543,2.2490401049195965,0.7508156164624611,1.1111279291857143,0.0,1.0130910927332502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.0,10.503,0.016680813848109377,7
33,dataset/reference/00033.png,dataset/search/00033.png,233.08642451886504,97.85705024468237,184.08603251572902,48.85665824154635,98.00078400627204,98.00078400627204,dram_wide,hard_geometry,4.4311557025535535,10.0,2519.8158697033155,191.30122583706466,1.2086705440620742,6.603185724784283,2.323822306100287,0.5194839945437538,1.1179869357496695,0.0,0.9675481895718353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.0,10.204,-1.2719027582080509,7
34,dataset/reference/00034.png,dataset/search/00034.png,160.24422584608612,873.5274273419988,114.69443993007994,827.9776414259926,91.09957183201239,91.09957183201239,dram_compact,hard_geometry,5.453353522312823,10.0,1677.5281540218493,159.44480520513562,2.2654078347225513,5.3924758751027815,1.5327062765228239,0.625534060670047,1.0884662458127108,0.0,0.9533255069644948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.0,10.977,0.7733451846116952,7
35,dataset/reference/00035.png,dataset/search/00035.png,378.75477873459954,143.37655976643123,330.65473063455147,95.27651166638313,96.2000962000962,96.2000962000962,dram_wide,hard_geometry,6.320387375928461,10.0,2586.654803894562,127.12321703805465,1.2083641218848742,5.794837958019215,1.8614266943354894,0.6410182084467644,1.0236431587947887,0.0,0.9839197305085186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.0,10.395,-0.6528272431700564,7
36,dataset/reference/00036.png,dataset/search/00036.png,143.2635007757853,736.8181447199521,90.87456531895378,684.4292092631206,104.77787091366302,104.77787091366302,dram_dense,hard_geometry,6.335749862358007,10.0,2533.740717616478,134.08785237663923,1.9544498973738411,7.484210220650482,1.6468223162154623,0.826959136676767,0.9781751126383212,0.0,0.9129911246555611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.0,9.544,-1.1658818443356709,7
37,dataset/reference/00037.png,dataset/search/00037.png,725.9050339310021,921.8179322302592,673.0173673348523,868.9302656341094,105.77533319229956,105.77533319229956,dram_dense,hard_geometry,7.766450100414199,10.0,2575.6245138402464,217.48253670859745,2.0094893854705917,5.78703377607964,1.7474805305488488,0.8749597419373523,0.912658774540198,0.0,1.0268275687314161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.0,9.454,0.3543821657221229,7
38,dataset/reference/00038.png,dataset/search/00038.png,188.82213128474424,906.150773323251,139.07583738363988,856.4044794221466,99.49258780220873,99.49258780220873,dram_dense,hard_geometry,4.7335020111824955,10.0,2554.6585417025767,193.48114234138507,1.7663403227451184,6.8276803375412625,2.1377976295389973,0.7793273296201273,1.0167446438259287,0.0,1.017416652590134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.0,10.051,0.06812035815764439,7
39,dataset/reference/00039.png,dataset/search/00039.png,517.2485526303204,178.02179192183627,467.4229422665935,128.19618155810932,99.6512207274539,99.6512207274539,dram_compact,hard_geometry,4.957686564526197,10.0,1629.04855879048,185.03563883202563,1.3630509186887918,6.595814651410836,2.4498276942512565,0.5976139090674782,0.9848629100392056,0.0,0.9878406250943497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,320.0,0.0,10.035,-0.1523008684240832,7
